来源表,来源行,子集,Tier,展品名称,原因码
C,245,ext·wikidata,C,Collage Nº 294（Francisco Farreras，1967-01-01）,NO_MATCH_FOUND
C,246,ext·wikidata,C,The Virgin of the Immaculate Conception（Francisco Ignacio Ruiz de la Iglesia，1682-01-01，油彩,NO_MATCH_FOUND
C,247,ext·wikidata,C,Musicians at a Crossroad（Franz Streitt，1879-01-01，油彩）,NO_MATCH_FOUND
C,248,ext·wikidata,C,Portrait of a Woman（Frans Pourbus the Elder，1581-01-01，油彩）,TITLE_TOO_GENERIC
C,251,ext·wikidata,C,Otto Bismarck（弗朗茨·冯·伦巴赫）,NO_MATCH_FOUND
C,252,ext·wikidata,C,Portrait of Wiencyzyslawa Barczewksa（弗朗兹·克萨韦尔·温特哈尔特，1860-01-01，油彩）,NO_MATCH_FOUND
C,254,ext·wikidata,C,Pilgrimage in the Roman Campagna（弗朗索瓦-約瑟夫·納維茲，1848-01-01）,NO_MATCH_FOUND
C,255,ext·wikidata,C,Sunset（弗朗索瓦-路易·法兰西，1878-01-01，油彩）,TITLE_TOO_GENERIC
C,258,ext·wikidata,C,Portrait of a Man (Rosario Persico?)（弗朗索瓦-格扎维埃·法布尔，油彩）,NO_MATCH_FOUND
C,259,ext·wikidata,C,Canal in Autumn（Fredericus van Rossum du Chattel，油彩）,NO_MATCH_FOUND
C,260,ext·wikidata,C,Landscape with Milkmaids and Cattle（Gainsborough Dupont，油彩）,NO_MATCH_FOUND
C,261,ext·wikidata,C,"Virgin Holding the Dead Christ, with Saints Sebastian, Blaise, Margaret and James the Grea",NO_MATCH_FOUND
C,262,ext·wikidata,C,Old Man and a Child（Gaspare Traversi，1750-01-01，油彩）,NO_MATCH_FOUND
C,266,ext·wikidata,C,Garden Wall（George Morren，1892-01-01，油彩）,NO_MATCH_FOUND
C,272,ext·wikidata,C,Inspiration of an Artist（Gerard Soest，油彩）,NO_MATCH_FOUND
C,273,ext·wikidata,C,Man on Horseback（赫拉德·特博赫，1634-01-01，油彩）,NO_MATCH_FOUND
C,274,ext·wikidata,C,Soldiers in a Guardroom（赫布兰德·范登埃克霍特）,NO_MATCH_FOUND
C,277,ext·wikidata,C,Portrait of a Child Holding a Doll（喬瓦尼·巴蒂斯塔·奇普里亞尼，油彩）,NO_MATCH_FOUND
C,280,ext·wikidata,C,Ruins in the Roman Campagna（Giovanni Costa）,NO_MATCH_FOUND
C,281,ext·wikidata,C,Landscape with the Holy Family and the Infant Saint John the Baptist（Giovanni Francesco Gr,NO_MATCH_FOUND
C,283,ext·wikidata,C,Peaches and Pears in a Glass Bowl（Giovanni Paolo Castelli，油彩）,NO_MATCH_FOUND
C,284,ext·wikidata,C,The Scourging of Christ（朱利奥·切萨雷·普罗卡奇尼，油彩）,NO_MATCH_FOUND
C,285,ext·wikidata,C,Chancellor Florius Senesius（克雷斯皮·朱瑟貝，1735-01-01，油彩）,NO_MATCH_FOUND
C,286,ext·wikidata,C,Donkeys in the Campagna（Giuseppe Raggio，1883-01-01，油彩）,NO_MATCH_FOUND
C,288,ext·wikidata,C,Musical Party（Godaert Kamper，1644-01-01，油彩）,NO_MATCH_FOUND
C,289,ext·wikidata,C,Angel with Instruments of the Passion（Goodhart Master）,NO_MATCH_FOUND
C,293,ext·wikidata,C,On the Banks of the Eure（Gustave Loiseau，1904-01-01，油彩）,NO_MATCH_FOUND
C,294,ext·wikidata,C,Winter on the Banks of the Eure（Gustave Loiseau，1900-01-01，油彩）,NO_MATCH_FOUND
C,295,ext·wikidata,C,Cattle and Horses with a Herdsman（Hendrick ten Oever，1674-01-01，油彩）,NO_MATCH_FOUND
C,297,ext·wikidata,C,Landscape with an Old Dam（亨利·阿皮尼，1882-01-01）,NO_MATCH_FOUND
C,298,ext·wikidata,C,Evening at Saint-Privé（亨利·阿皮尼，1890-01-01，油彩）,NO_MATCH_FOUND
C,302,ext·wikidata,C,"Towards the Sea, near Sanary, France（Herbert H. Newton，油彩）",NO_MATCH_FOUND
C,303,ext·wikidata,C,Landscape near Avignon（Herbert Hughes-Stanton，油彩）,NO_MATCH_FOUND
C,305,ext·wikidata,C,Terrace of the Palace of Versailles under Snow（Hughes de Beaumont，油彩）,NO_MATCH_FOUND
C,308,ext·wikidata,C,Hannah（伊西多爾·考夫曼）,NO_MATCH_FOUND
C,310,ext·wikidata,C,Grey Tension（Jaap Wagemaker，1961-01-01）,NO_MATCH_FOUND
C,311,ext·wikidata,C,Ships in a Storm（Jacob Adriaensz Bellevois，油彩）,NO_MATCH_FOUND
C,312,ext·wikidata,C,River Landscape with Mountains（Jacob de Heusch，油彩）,NO_MATCH_FOUND
C,313,ext·wikidata,C,A Merry Company（Jacob Duck）,NO_MATCH_FOUND
C,315,ext·wikidata,C,Portrait of a Young Woman Holding a Basket of Fruit（Jacob van der Merck，1660-01-01）,NO_MATCH_FOUND
C,319,ext·wikidata,C,Saint Lucy（雅各布·德爾·卡森蒂諾，1340-01-01）,NO_MATCH_FOUND
C,322,ext·wikidata,C,Yacht of the Princes of Orange and Other Ships（Jan Abrahamsz Beerstraaten，1651-01-01，油彩）,NO_MATCH_FOUND
C,324,ext·wikidata,C,Second Loss of Eurydice（Jan Cox，1959-01-01，油彩）,NO_MATCH_FOUND
C,325,ext·wikidata,C,Still Life with Pumpkin and Fruit（Jan Evert Morel，1800-01-01）,NO_MATCH_FOUND
C,326,ext·wikidata,C,Still Life with Goblet and Fruit（Jan Jansz van de Velde，1656-01-01，油彩）,NO_MATCH_FOUND
C,331,ext·wikidata,C,A Wooded Landscape with Travelers and a Dog on a Path（Jan Wijnants，油彩）,NO_MATCH_FOUND
C,332,ext·wikidata,C,Italian Hill Town（Jean-Achille Benouville，1845-01-01）,NO_MATCH_FOUND
C,333,ext·wikidata,C,Young Woman Kneeling Before a Priest（Q3164251，1826-01-01）,NO_MATCH_FOUND
C,334,ext·wikidata,C,Study of a Flowering Branch（Jean-Baptiste Robie，1871-01-01）,NO_MATCH_FOUND
C,340,ext·wikidata,C,Lute Player（Jean de Reyn，1640-01-01，油彩）,NO_MATCH_FOUND
C,341,ext·wikidata,C,La Sultana Valida（Jean-Frédéric Schall）,NO_MATCH_FOUND
C,342,ext·wikidata,C,Untitled（Jean Hélion，1932-01-01，油彩）,TITLE_TOO_GENERIC
C,343,ext·wikidata,C,Composition: Standing Figure（Jean Hélion，1935-01-01，油彩）,NO_MATCH_FOUND
C,346,ext·wikidata,C,"""Seigneur! Voyez ces yeux"" (Cleopatra Discovered by Rodogune to Have Poisoned the Nuptial ",NO_MATCH_FOUND
C,347,ext·wikidata,C,Monte Cavo from Lake Albano（Jean-Joseph-Xavier Bidauld，1790-01-01，油彩）,NO_MATCH_FOUND
C,355,ext·wikidata,C,Young Woman with a Love Letter（让-巴蒂斯特·桑泰尔，油彩）,NO_MATCH_FOUND
C,362,ext·wikidata,C,Landscape with Bathers and Shepherds（Jean-Victor Bertin，1804-01-01，油彩）,NO_MATCH_FOUND
C,363,ext·wikidata,C,October 1974 Painting（Jennifer Durrant，1974-01-01）,NO_MATCH_FOUND
C,364,ext·wikidata,C,Fisiografia（Joan-Josep Tharrats，1964-01-01，油彩）,NO_MATCH_FOUND
C,365,ext·wikidata,C,Harbor Scene in Holland（约翰·戎金，1868-01-01，油彩）,NO_MATCH_FOUND
C,371,ext·wikidata,C,Young Woman Looking through a Window（約翰·格奧爾格·邁爾）,NO_MATCH_FOUND
C,372,ext·wikidata,C,Mid-day Meal（Albert Neuhuys）,NO_MATCH_FOUND
C,373,ext·wikidata,C,King Midas Judging the Musical Contest between Pan and Apollo（Johannes Glauber，1700-01-01，,NO_MATCH_FOUND
C,374,ext·wikidata,C,"Ducks and Ducklings（John Frederick Herring, Sr.，1850-01-01）",NO_MATCH_FOUND
C,377,ext·wikidata,C,Reveries（John von Wicht，1957-01-01，油彩）,NO_MATCH_FOUND
C,378,ext·wikidata,C,Form & Maprik（John Walker，油彩）,NO_MATCH_FOUND
C,381,ext·wikidata,C,Portrait of Two Boys (said to be the Autichamp Brothers)（約瑟夫·博澤，1750-01-01，油彩）,NO_MATCH_FOUND
C,383,ext·wikidata,C,Models in the Studio（Joseph Floch，1935-01-01，油彩）,NO_MATCH_FOUND
C,384,ext·wikidata,C,Banks of a River（José Weiss）,NO_MATCH_FOUND
C,391,ext·wikidata,C,Flowers in a Vase（K. van Velde，油彩）,NO_MATCH_FOUND
C,392,ext·wikidata,C,Oaks and Wild Boars（卡尔·博德默，1865-01-01，油彩）,NO_MATCH_FOUND
C,393,ext·wikidata,C,Windmills near Dordrecht（Karl Daubigny，1873-01-01，油彩）,NO_MATCH_FOUND
C,395,ext·wikidata,C,Floral Arrangement（Leo Gestel，油彩）,NO_MATCH_FOUND
C,398,ext·wikidata,C,Concertmaster of the Waltz Orchestra (Ganglberger)（Leopold Blauensteiner）,NO_MATCH_FOUND
C,399,ext·wikidata,C,A Glade（Lionel Bicknell Constable，1850-01-01）,NO_MATCH_FOUND
C,404,ext·wikidata,C,Ezra Pound（Charlotte Schrötter-Radnitz，1964-01-01，油彩）,NO_MATCH_FOUND
C,405,ext·wikidata,C,Peasants in front of a House（http://www.wikidata.org/.well-known/genid/4e0fe57f96a48cbe111,NO_MATCH_FOUND
C,406,ext·wikidata,C,Portrait of a Woman（小卢卡斯·克拉纳赫，1549-01-01，画板）,TITLE_TOO_GENERIC
C,408,ext·wikidata,C,Breton Peasants Seated beside a Menhir（Lucien Simon，油彩）,NO_MATCH_FOUND
C,410,ext·wikidata,C,Portrait of a Woman（Ludolf de Jongh，油彩）,TITLE_TOO_GENERIC
C,411,ext·wikidata,C,Landscape With Figure Near Pond and Cottages（Q18600491，油彩）,NO_MATCH_FOUND
C,412,ext·wikidata,C,Water Meadows and Cattle（Léon-Victor Dupré）,NO_MATCH_FOUND
C,414,ext·wikidata,C,Portrait of a Man in his Study（玛格丽特·热拉尔，1785-01-01，油彩）,NO_MATCH_FOUND
C,416,ext·wikidata,C,"Faith, Hope and Charity（Adèle Kindt，1840-01-01，油彩）",NO_MATCH_FOUND
C,417,ext·wikidata,C,Ancient Astronomers（Émile-René Ménard，1883-01-01，油彩）,NO_MATCH_FOUND
C,420,ext·wikidata,C,Untitled（Mario Merz，1982-01-01）,TITLE_TOO_GENERIC
C,423,ext·wikidata,C,Saint Martin of Tours Dividing his Cloak for a Beggar（Master of Belmonte）,NO_MATCH_FOUND
C,424,ext·wikidata,C,Coronation of the Virgin（Master of Bonastre）,TITLE_TOO_GENERIC
C,425,ext·wikidata,C,The Swaddled Christ Child (fragment of a Nativity)（Master of the Palaces）,NO_MATCH_FOUND
C,426,ext·wikidata,C,Man of Sorrows（Master of San Pietro in Sylvis，1322-01-01）,NO_MATCH_FOUND
C,427,ext·wikidata,C,Virgin and Child with Saints Dominic and Thomas Aquinas (?)（Master of the Borghese Tondo，1,NO_MATCH_FOUND
C,429,ext·wikidata,C,Saints Matthias and Matthew（Master of the Holy Kinship the Younger，1500-01-01，油彩）,NO_MATCH_FOUND
C,432,ext·wikidata,C,The Crucifixion（Master of the Urbino Coronation）,TITLE_TOO_GENERIC
C,434,ext·wikidata,C,The Glory of Saint Dominic（Matteo Bonechi，油彩）,NO_MATCH_FOUND
C,437,ext·wikidata,C,Poultry Yard（Rudolf Schramm-Zittau，油彩）,NO_MATCH_FOUND
C,440,ext·wikidata,C,Sacrifice（Moshe Castel，1948-01-01）,NO_MATCH_FOUND
C,452,ext·wikidata,C,Virgin and Child Enthroned with Four Angels（Neri di Bicci，1445-01-01，tempera）,NO_MATCH_FOUND
C,459,ext·wikidata,C,Portrait of a Family in an Interior（Nicolaes van Haeften，1700-01-01，油彩）,NO_MATCH_FOUND
C,460,ext·wikidata,C,View of the Straits of Messina from a Country House（Emil Holm，1859-01-01，油彩）,NO_MATCH_FOUND
C,463,ext·wikidata,C,Silence: Homage to Cimabue（Orlando Tisato，1969-01-01）,NO_MATCH_FOUND
C,464,ext·wikidata,C,Landscape with Horsemen on a Road（Pandolfo Reschi，油彩）,NO_MATCH_FOUND
C,472,ext·wikidata,C,Willows by a Stream（Pascal Dagnan-Bouveret，1908-01-01，油彩）,NO_MATCH_FOUND
C,477,ext·wikidata,C,Landscape with Peasant Woman on a Path（Paul Vernon）,NO_MATCH_FOUND
C,478,ext·wikidata,C,Madame Bonjean（Pavel Tchelitchew，1930-01-01，油彩）,NO_MATCH_FOUND
C,479,ext·wikidata,C,Saint Stephen Mourned by Saints Gamaliel and Nicodemus（Pensionante del Saraceni，1615-01-01,NO_MATCH_FOUND
C,480,ext·wikidata,C,Barges on a River（Peter De Wint）,NO_MATCH_FOUND
C,481,ext·wikidata,C,Abstract Painting（Peter Kaiser，1955-01-01）,NO_MATCH_FOUND
C,483,ext·wikidata,C,Untitled（Pier Paolo Calzolari）,NO_MATCH_FOUND
C,495,ext·wikidata,C,Still Life with Carp（Pierre Nichon，油彩）,NO_MATCH_FOUND
C,497,ext·wikidata,C,Pan and Syrinx with River Gods and Nymphs（Pietro Mera）,NO_MATCH_FOUND
C,498,ext·wikidata,C,The Coronation of the Virgin（Pietro Nardi，1859-01-01）,TITLE_TOO_GENERIC
C,500,ext·wikidata,C,Self-Portrait（Rafael Cidoncha，1992-01-01，油彩）,TITLE_TOO_GENERIC
C,501,ext·wikidata,C,Pregnant Nude（Rafael Cidoncha，1982-01-01，油彩）,NO_MATCH_FOUND
C,502,ext·wikidata,C,Vision of Ezekiel（http://www.wikidata.org/.well-known/genid/61f91e8694f9ad4bd1ce2349a51a22,NO_MATCH_FOUND
C,504,ext·wikidata,C,Girl Tending Cows（Richard Burnier，油彩）,NO_MATCH_FOUND
C,505,ext·wikidata,C,Sir William Beechey（Richard Rothwell，油彩）,NO_MATCH_FOUND
C,508,ext·wikidata,C,Solitude（Robert Barrett Browning，1879-01-01，油彩）,NO_MATCH_FOUND
C,509,ext·wikidata,C,"Adelaide Road, N.W.（Robert Bevan，1922-01-01，油彩）",NO_MATCH_FOUND
C,510,ext·wikidata,C,Parade at Aldridge's（Robert Bevan，1914-01-01，油彩）,NO_MATCH_FOUND
C,511,ext·wikidata,C,Untitled（Robert Lowe，1986-01-01）,TITLE_TOO_GENERIC
C,517,ext·wikidata,C,Two Young Women Bathing in the Woods（Roland Oudot，1929-01-01，油彩）,NO_MATCH_FOUND
C,524,ext·wikidata,C,Fruit and Vegetable Vendors（Scipio Goltzius，1577-01-01，油彩）,NO_MATCH_FOUND
C,525,ext·wikidata,C,Eruption of Vesuvius with Destruction of a Roman City（Sebastian Pether，1824-01-01，油彩）,NO_MATCH_FOUND
C,526,ext·wikidata,C,Sibyl（塞巴斯蒂亚诺·孔卡，1726-01-01，油彩）,NO_MATCH_FOUND
C,527,ext·wikidata,C,Still Life with Dead Partridge and Kingfisher（Simon Pietersz Verelst，1690-01-01，油彩）,NO_MATCH_FOUND
C,528,ext·wikidata,C,The Risen Christ（西蒙內·坎塔里尼，1650-01-01，油彩）,NO_MATCH_FOUND
C,532,ext·wikidata,C,"Portrait of a Woman (said to be Mary Bentinck, Countess of Essex)（戈弗雷·内勒，油彩）",NO_MATCH_FOUND
C,534,ext·wikidata,C,Dudley Williams（休伯特·凡·赫克默，1883-01-01，油彩）,NO_MATCH_FOUND
C,535,ext·wikidata,C,Lila Lancashire（約翰·拉弗里，油彩）,NO_MATCH_FOUND
C,541,ext·wikidata,C,Exposition of the Talmud（William Rothenstein，1904-01-01，油彩）,NO_MATCH_FOUND
C,543,ext·wikidata,C,Design for a bookcover（Studio Alchimia）,NO_MATCH_FOUND
C,552,ext·wikidata,C,John Dryden（Thomas Stothard）,NO_MATCH_FOUND
C,555,ext·wikidata,C,BOOGIE WOOGIE（Torben Giehler，1999-01-01）,NO_MATCH_FOUND
C,556,ext·wikidata,C,No. 142（Turi Werkner，1984-01-01）,NO_MATCH_FOUND
C,557,ext·wikidata,C,Premonition Two（Ugo Sissa，1965-01-01，油彩）,NO_MATCH_FOUND
C,559,ext·wikidata,C,Tournament（http://www.wikidata.org/.well-known/genid/f6daed04ca889a8c3df0222a50711e21）,NO_MATCH_FOUND
C,560,ext·wikidata,C,Hunting Scene（http://www.wikidata.org/.well-known/genid/7a14cba4cdc9790419ce0164933d89a9）,NO_MATCH_FOUND
C,561,ext·wikidata,C,Scenes from the Life of Christ with Saints & Symbols（http://www.wikidata.org/.well-known/g,NO_MATCH_FOUND
C,562,ext·wikidata,C,Two Cherubs（http://www.wikidata.org/.well-known/genid/3bf96f224518a20453caf8e59bc00061）,NO_MATCH_FOUND
C,563,ext·wikidata,C,Two Women in a Kitchen（http://www.wikidata.org/.well-known/genid/0fc2daeefb1a0317accd02425,NO_MATCH_FOUND
C,566,ext·wikidata,C,Portrait of a Man (said to be John Elliot)（http://www.wikidata.org/.well-known/genid/62322,NO_MATCH_FOUND
C,567,ext·wikidata,C,Henry Perkins Weston with his Family（http://www.wikidata.org/.well-known/genid/05d4d8e1d5d,NO_MATCH_FOUND
C,569,ext·wikidata,C,Head of a Female Saint（http://www.wikidata.org/.well-known/genid/33638e5e0190b29b0bda584da,NO_MATCH_FOUND
C,570,ext·wikidata,C,Head of a Male Saint（http://www.wikidata.org/.well-known/genid/2bb0dca5bce32630cab7f82e251,NO_MATCH_FOUND
C,571,ext·wikidata,C,Treaty Port Painting（http://www.wikidata.org/.well-known/genid/4333f0dd60c46c9e0a3ae812352,NO_MATCH_FOUND
C,573,ext·wikidata,C,Portrait of a Girl in Frisian Costume Holding a Rose and a Basket of Cherries（http://www.w,NO_MATCH_FOUND
C,575,ext·wikidata,C,Angels with the Instruments of the Passion（http://www.wikidata.org/.well-known/genid/469d0,NO_MATCH_FOUND
C,577,ext·wikidata,C,Aristocrats and Peasants in Landscapes (one of four overdoors)（http://www.wikidata.org/.we,NO_MATCH_FOUND
C,582,ext·wikidata,C,The Visitation（http://www.wikidata.org/.well-known/genid/fc9164df38ca80e1a249643a87603616）,NO_MATCH_FOUND
C,586,ext·wikidata,C,Portrait of a Young Girl（http://www.wikidata.org/.well-known/genid/c315ed2a23a80597bd63071,NO_MATCH_FOUND
C,587,ext·wikidata,C,Duke D'Anglume（http://www.wikidata.org/.well-known/genid/69dee00d4fc540293e3a74dd206f50cc，,NO_MATCH_FOUND
C,592,ext·wikidata,C,Achilles Displaying the Body of Hector before Priam and the Body of Patroclus（http://www.w,NO_MATCH_FOUND
C,594,ext·wikidata,C,Decorative Panel（http://www.wikidata.org/.well-known/genid/90a029d5bcb1b8e8edf1b85f49505f7,NO_MATCH_FOUND
C,600,ext·wikidata,C,Saint Barbara（http://www.wikidata.org/.well-known/genid/45e2b409a8ec444d62ebb1748bc474e4）,NO_MATCH_FOUND
C,601,ext·wikidata,C,Three-Handed Mother of God（http://www.wikidata.org/.well-known/genid/d89e0ed476fcf2a9f6db8,NO_MATCH_FOUND
C,604,ext·wikidata,C,Saint Nicholas with Christ and the Virgin（http://www.wikidata.org/.well-known/genid/438d5c,NO_MATCH_FOUND
C,607,ext·wikidata,C,Ribbon Meander Frieze (from the church of San Baudelio near Berlanga)（http://www.wikidata.,NO_MATCH_FOUND
C,609,ext·wikidata,C,Laurent Drelincourt（http://www.wikidata.org/.well-known/genid/5aa3392e309514c9d3d736c6240e,NO_MATCH_FOUND
C,610,ext·wikidata,C,The Sorrowful Virgin（http://www.wikidata.org/.well-known/genid/ab875a14756d10262c577701ec0,NO_MATCH_FOUND
C,611,ext·wikidata,C,Street Brawl（http://www.wikidata.org/.well-known/genid/1f111a8178e5e72b4fa27e315216b423，油彩,NO_MATCH_FOUND
C,613,ext·wikidata,C,Portrait of a Young Woman with a Parrot（http://www.wikidata.org/.well-known/genid/de00ef77,NO_MATCH_FOUND
C,614,ext·wikidata,C,Prayers for a Sick Child（Victor Lagye，1864-01-01）,NO_MATCH_FOUND
C,617,ext·wikidata,C,Arabs on the March（Victor Huguet，1885-01-01，油彩）,NO_MATCH_FOUND
C,618,ext·wikidata,C,Interior of a Cinema（Walter Bayes，油彩）,NO_MATCH_FOUND
C,621,ext·wikidata,C,Portrait of a Man with a Ruff（威納·凡·丹·華卻特，1616-01-01，油彩）,NO_MATCH_FOUND
C,624,ext·wikidata,C,River Landscape with Cattle（Willem Maris，油彩）,NO_MATCH_FOUND
C,625,ext·wikidata,C,Nude Woman Seated in a Landscape（威廉·埃蒂）,NO_MATCH_FOUND
C,626,ext·wikidata,C,Portrait of an Actress as Omphale（威廉·哈密尔顿，油彩）,NO_MATCH_FOUND
C,627,ext·wikidata,C,Rabbit amid Ferns and Flowering Plants（William James Webbe，1855-01-01，油彩）,NO_MATCH_FOUND
C,628,ext·wikidata,C,Young Woman Dressing（William Malherbe，1945-01-01，油彩）,NO_MATCH_FOUND
C,629,ext·wikidata,C,Thomas John Dibdin（William Owen，油彩）,NO_MATCH_FOUND
C,630,ext·wikidata,C,Portrait of a Man Seated beside a Table（William Verelst，油彩）,NO_MATCH_FOUND
C,631,ext·wikidata,C,Untitled（Wlodzimierz Ksiazek，2001-01-01）,TITLE_TOO_GENERIC
C,632,ext·wikidata,C,Pines and Hills（Yves Rouvre，1953-01-01，油彩）,NO_MATCH_FOUND
C,638,ext·wikidata,C,"Mr. Tiffen of East Kingston, New Hampshire（A. Ellis，1820-01-01）",NO_MATCH_FOUND
C,639,ext·wikidata,C,Oak Street Platform（Aaron Bohrod，1940-01-01）,NO_MATCH_FOUND
C,640,ext·wikidata,C,Cherry Red（Aaron Fink，1983-01-01，油彩）,NO_MATCH_FOUND
C,641,ext·wikidata,C,White Orchids（Aaron Fink，2008-01-01）,NO_MATCH_FOUND
C,644,ext·wikidata,C,Phoebe Drake（Abraham Tuthill，油彩）,NO_MATCH_FOUND
C,651,ext·wikidata,C,Outdoor Sculpture Exhibition（Q20936579，1938-01-01，油彩）,NO_MATCH_FOUND
C,653,ext·wikidata,C,Girl in a Yellow Dress (Valery Hersey)（Aiden Lassell Ripley，1930-01-01，油彩）,NO_MATCH_FOUND
C,654,ext·wikidata,C,Waiting（Q19802391，1941-01-01，油彩）,NO_MATCH_FOUND
C,656,ext·wikidata,C,Edith Duncan Lamb（Q19802391，1924-01-01，油彩）,NO_MATCH_FOUND
C,658,ext·wikidata,C,On the River Bank（Q22002331，1906-01-01，油彩）,NO_MATCH_FOUND
C,659,ext·wikidata,C,Olivia in Riding Habit（Albert Edward Sterner，1916-01-01，油彩）,NO_MATCH_FOUND
C,660,ext·wikidata,C,A Number of Things（Alexander Brook，1935-01-01，油彩）,NO_MATCH_FOUND
C,661,ext·wikidata,C,The Finding of Moses（Alexander F. Loemans，油彩）,NO_MATCH_FOUND
C,662,ext·wikidata,C,Landscape with Tree（Alexander Lawrie，油彩）,NO_MATCH_FOUND
C,663,ext·wikidata,C,Still Life with Two Game Birds（小亞歷山大·波普，1895-01-01，油彩）,NO_MATCH_FOUND
C,665,ext·wikidata,C,Olive Mark（Alfred Leslie，1959-01-01，油彩）,NO_MATCH_FOUND
C,666,ext·wikidata,C,Thomas B. Clarke（Alfred Quinton Collins，1898-01-01，油彩）,NO_MATCH_FOUND
C,667,ext·wikidata,C,Landscape（Q4723244，1868-01-01）,TITLE_TOO_GENERIC
C,685,ext·wikidata,C,The Tribuna of the Uffizi（Q4740381，1831-01-01，油彩）,NO_MATCH_FOUND
C,687,ext·wikidata,C,Birdwatcher（Amy Sillman，2004-01-01，油彩）,NO_MATCH_FOUND
