seq,名称EN,名称CN,展厅,类别,对象类型,同类组,组内件数,HS,IU,VI,VA,CE,ER,Q,D,G,CR,Core,原表tier,V3新tier,是否变化,判定说明,证据可信度,评分依据,CR理由,S-ness理由
2378,,Sally Bass (Mrs. Enoch Bartlett)（Henry Williams，1804-01-01）,,,object,美国早期19世纪肖像画,1,5.5,4,5.5,5,6,0,5.5,7,4.5,5.750,5.150,C,C,,Core 5.150 < 5.5,low,这类早期美国肖像画具有地方社会史和人物记录价值，但艺术家与作品在全国及MFA馆藏中的地位较为次要。,组内唯一对象，作为1804年美国早期肖像具有类别代表性与年代补位价值，但并非MFA美国艺术核心名家作品。,
2379,,"Plowed Field with Approaching Storm, Vermont（Herbert Barnett，1948-01-01）",,,object,美国20世纪中叶风景画,1,4.5,3,5.5,4.5,4.5,0,5.5,7.5,3.5,5.700,4.395,C,C,,Core 4.395 < 5.5,low,现有资料只显示一幅1948年的佛蒙特风景画，艺术家知名度和作品的历史、馆藏代表性均有限。,组内唯一的美国20世纪中叶风景画，因缺少同组重复项而具较高独特性，但艺术家与作品并非MFA美国艺术叙事中的核心代表。,
2380,,Zinnias and Marigolds（Hermann Dudley Murphy，1933-01-01，油彩）,,,object,美国印象派与调和主义油画,4,6,4.5,6.5,6,5.5,0,5.9,2.5,4.5,4.600,5.485,,C,变,Core 5.485 < 5.5,medium,Murphy是波士顿艺术圈中有一定地位的印象派及调和主义画家，花卉题材具视觉吸引力，但并非MFA美国艺术的顶级核心作品。,组内花卉静物的题材代表性和路线补位最弱，与一般装饰性静物重复度最高，列为末位。,
2381,,The Adriatic Sea（Hermann Dudley Murphy，1908-01-01，油彩）,,,object,美国印象派与调和主义油画,4,6,4.5,6.5,6,5,0,6.1,3.5,5.5,5.200,5.470,C,C,,Core 5.470 < 5.5,medium,作品体现美国画家对欧洲海景和印象主义语言的吸收，具有一定艺术史说明力，但馆藏不可替代性不高。,组内为较常见的海景题材，虽具早期风景补位价值，但与其他穆菲绘画的叙事区分度有限。,
2382,,Self Portrait（Hermann Dudley Murphy，1900-01-01，油彩）,,,object,美国印象派与调和主义油画,4,6.5,5,6,5.5,6,0,6.5,7.5,6.5,6.800,5.855,C,B,变,Core 5.855 落在 5.5–7.19,medium,自画像能补充Murphy的艺术家身份和波士顿艺术网络，但其个人及作品在MFA中仍属于重要性中等的美国绘画。,组内以艺术家自画像的类型代表性和人物研究价值最突出，重复性最低，列为首位。,
2383,,"Moonlight, Woodstock（Hermann Dudley Murphy，1905-01-01，油彩）",,,object,美国印象派与调和主义油画,4,6,4.5,7,6.5,5.5,0,6.3,5.5,6.5,6.100,5.785,C,B,变,Core 5.785 落在 5.5–7.19,medium,伍德斯托克月夜题材预期具有较强的光色与氛围效果，现场吸引力可能高于其在美国艺术史中的总体地位。,组内仅次于自画像，其月夜伍德斯托克风景较能代表穆菲的调和主义倾向，重复性中等。,
2384,,Young Woman by an Open Window（Hermann Roessler）,,,object,美国早期现代主义人物画,1,5,3.5,5.5,5,4.5,0,4,8,3,5.000,4.625,C,C,,Core 4.625 < 5.5,low,现有编目字段不足以显示Roessler或此画的突出艺术史地位，按普通早期现代人物画保守评估。,组内唯一对象，因此在本组中具有最高的非重复性，但艺术史地位与MFA美国艺术核心叙事的补位作用相对有限。,
2385,,Portrait of a Sea Captain（Hing Qua，油彩）,,,object,中国外销肖像画,2,7,6,6.5,6.5,7.5,0,7,7,5,6.600,6.635,C,B,变,Core 6.635 落在 5.5–7.19,medium,Hing Qua的船长肖像连接中国外销画、海上贸易与跨文化交流，在MFA中国艺术语境中具有较强叙事价值，但未达全馆顶尖不可替代程度。,组内排名第1：作为这对外销肖像的男性海 captain 形象，较能代表该类题材，且与配偶像相比重复性较低。,
2386,,Portrait of a Sea Captain's Wife（Hing Qua，油彩）,,,object,中国外销肖像画,2,7,6,6.5,6.5,7.5,0,7,4,5,5.700,6.545,C,B,变,Core 6.545 落在 5.5–7.19,medium,作为船长肖像组中的配对作品，它能具体解释广州外销艺术和海事商业网络，文化教育价值高于其纯粹视觉震撼力。,组内排名第2：作品品质与历史语境与海 captain 肖像相当，但作为成对的女性配偶像，题材重复度较高，组内独特性较弱。,
2387,,Country Doctor (Night Call)（Horace Pippin，1936-01-01，油彩）,,,object,美国黑人自学成才艺术油画,1,8.5,7.5,7.5,8,8.5,0,8.5,8.8,7.5,8.390,8.014,C,A,变,Core 8.014 落在 7.2–8.49,high,Pippin是美国黑人现代艺术和自学成才艺术中的全国性重要人物，乡村医生夜诊题材兼具强烈叙事、社会史与视觉感染力。,组内唯一对象，且霍勒斯·皮平是美国黑人自学成才艺术的代表性画家，因此在本组中兼具最高典范性与不可替代性，并补充美国艺术叙事中较少呈现的黑人民间艺术视角。,
2388,,The Unwilling Model (Mrs. Alice Pratt Burdick)（Q22002737，1910-01-01）,,,object,美国20世纪早期人物肖像画,1,5.5,4,6,5.5,5,0,6.5,8,5.5,6.750,5.250,C,C,,Core 5.250 < 5.5,low,题名提示其具有人物关系和模特身份的叙事潜力，但艺术家仅以未解析的实体编号出现，现有证据不足以支持更高的历史或馆藏评分。,组内唯一对象，因代表美国20世纪早期人物肖像而具较高非重复性，但艺术史典范性和对MFA核心叙事的补位作用属中等。,
2389,,Nude on Green Background（Horacio Torres，1973-01-01，油彩）,,,object,乌拉圭现代具象绘画,2,6,3.5,6,5.5,5.5,0,6,7,3.5,5.800,5.205,C,C,,Core 5.205 < 5.5,medium,Horacio Torres在乌拉圭现代艺术语境中有一定地位，作品的色彩与人体题材具形式吸引力，但拉美艺术并非MFA最核心的身份板块，且缺少具体展签信息。,组内排名第1：作为较早的霍拉西奥·托雷斯具象人物画，较能代表该艺术家及乌拉圭现代绘画，且相较另一件重复性较低。,
2390,,Seated Figure on Violet Cloth（Horacio Torres，1975-01-01）,,,object,乌拉圭现代具象绘画,2,5.5,3.5,6,5.5,5.5,0,5.5,3,2.5,4.150,4.940,C,C,,Core 4.940 < 5.5,medium,作品可作为Horacio Torres现代具象绘画的例子，紫色布料与坐姿人物有一定视觉效果，但其艺术史重要性和在MFA同类中的代表性有限。,组内排名第2：虽同属托雷斯的现代具象绘画，但与组内另一件题材和艺术家高度重合，新增代表性与叙事补位有限。,
2391,,The End of the Trail（Hovsep Pushman，1933-01-01，油彩）,,,object,美国及侨民东方主义具象绘画,1,5,3,6.5,6,4.5,0,6.5,8,4.5,6.550,4.955,C,C,,Core 4.955 < 5.5,medium,Pushman以带有东方主义和异域想象的具象绘画见长，题材和装饰性色彩可能较吸引普通观众，但在美国艺术史及MFA馆藏身份中都不是核心代表。,组内唯一对象，因不存在同类重复项而具较高独特性，但其品质与叙事补位价值仍不及MFA的日本、埃及或美国艺术核心藏品。,
2392,,Portrait of Richard Recchia（Q21985568，1930-01-01，油彩）,,,object,美国地方肖像画,3,3.5,2.5,4.5,4.5,3.5,0,3.5,2.5,3.5,3.200,3.520,B,C,变,Core 3.520 < 5.5,low,现有资料只有作品、年代和未展开的艺术家标识，无法确认其艺术史地位；作为一件1930年前后的肖像画可作一般性观看，但缺少突出价值的依据。,组内品质与地方肖像代表性最低，且题材和艺术史辨识度较弱，属于重复性较高的一般藏品。,
2393,,Mrs. Howard Cushing (Ethel Cochrane) (The Mandarin Coat)（霍华德 加德纳 库欣，1904-01-01，油彩）,,,object,美国地方肖像画,3,6.5,5.5,7.5,7.5,5.5,0,7.5,8,7.5,7.650,6.515,C,B,变,Core 6.515 落在 5.5–7.19,medium,Howard Gardner Cushing是波士顿地区较有辨识度的肖像画家，东方风格外套和人物身份提供明显的视觉与社会史叙事，但尚不足以与MFA的Copley、Sargent等核心肖像名作相比。,组内品质、辨识度与叙事价值最高，以“Mandarin Coat”及波士顿社会肖像语境形成最具代表性的独特个案。,
2394,,Autumn Landscape（Hugh Bolton Jones，油彩）,,,object,美国19世纪风景画,88,6,4.5,6,5.5,5.5,0,6,4,4.5,5.100,5.385,C,C,,Core 5.385 < 5.5,medium,Hugh Bolton Jones属于美国19世纪风景画的重要区域性画家，秋景题材具有稳定的观赏性和美国风景画史价值，但作品类型在MFA内部可替代性较高。,在琼斯组内居首但整体代表性有限，属于常规的秋季风景类型。,
2395,,Landscape（Hugh Bolton Jones，1890-01-01）,,,object,美国19世纪风景画,88,5.5,4,5.5,5,5,0,5.5,3.5,4,4.600,4.885,B,C,变,Core 4.885 < 5.5,medium,1890年的Landscape可代表Hugh Bolton Jones的美国风景画实践，但标题与资料均较概括，缺少显示其为艺术家关键作品或MFA同类首要藏品的证据。,在琼斯组内低于《Autumn Landscape》，题材和风格均较常规。,
2396,,The Juggler #1（Q5933571，1964-01-01，油彩）,,,object,美国20世纪具象绘画,8,5.5,3.5,6,6,4.5,0,5.8,5,5.5,5.500,5.000,B,C,变,Core 5.000 < 5.5,low,1964年的杂耍者题材通常具有较强的现代具象表现潜力，但艺术家仅以Q号标示、没有实质作品说明，因而只能按一般战后具象绘画的水位估计。,组内品质居中偏上，但与同作者《Along the Tracks》存在明显重复，故独特性仅中等。,
2397,,Along the Tracks（Q5933571，1953-01-01）,,,object,美国20世纪具象绘画,8,5,3.5,5.5,5.5,4.5,0,5.5,4.5,5.5,5.200,4.720,B,C,变,Core 4.720 < 5.5,low,Along the Tracks可与战后美国城市或交通意象绘画联系，但现有信息没有艺术家姓名、风格或展览史，暂不足以判断其在MFA同类中的突出程度。,组内与《The Juggler #1》同作者且表现力相近，但题材代表性略弱，重复性较高。,
2398,,"Female Corpse, Back View（Hyman Bloom，1947-01-01，油彩）",,,object,波士顿现代主义与表现主义绘画,2,7.5,6.5,7.5,6.5,7,0,8,8,8.5,8.100,7.085,C,B,变,Core 7.085 落在 5.5–7.19,medium,Hyman Bloom是波士顿现代主义和表现主义的重要画家，尸体题材集中体现其对死亡、身体与精神性的探索；作品虽有较强艺术史和叙事价值，但题材可能降低普通游客的亲和力。,组内代表性更强：作品以布卢姆标志性的骸骨与尸体题材体现波士顿表现主义的独特面貌，非重复性高于另一件。,
2399,,Christmas Tree（Hyman Bloom，1939-01-01，油彩）,,,object,波士顿现代主义与表现主义绘画,2,7,6.5,7.5,7.5,6.5,0,7.5,5.5,7.5,6.900,6.940,C,B,变,Core 6.940 落在 5.5–7.19,medium,Hyman Bloom的圣诞树题材兼具波士顿现代主义背景、宗教文化暗示和强烈色彩氛围，在MFA美国艺术语境中比普通地方画家的作品更具代表性和现场吸引力。,组内位居次位：虽是布卢姆成熟时期的重要作品并补充波士顿现代主义叙事，但节庆静物题材的独特性和代表性不及骸骨题材作品。,
2400,,James Brown Case（Ignaz Gaugengigl，1904-01-01）,,,object,美国地方肖像画,3,5.5,4,5,5,4.5,0,5.5,4.5,5,5.100,4.785,C,C,,Core 4.785 < 5.5,medium,Ignaz Gaugengigl与波士顿地区学院派和肖像绘画有关，James Brown Case具有地方社会史意义，但艺术家和作品在全美及MFA馆藏中的地位均属中等，视觉信息也较有限。,组内居中，具一定美国地方社会肖像与艺术家个性，但相较《The Mandarin Coat》独特性和代表性仍明显较弱。,
2401,,Scherzando（Ignaz Gaugengigl，1903-01-01，油彩）,,,object,美国学院派人物油画,4,4,1.5,5,4.5,3.5,0,5,4.5,3.5,4.550,3.580,C,C,,Core 3.580 < 5.5,low,Gaugengigl 属于较次要的学院派画家，作品可体现时代审美但不是 MFA 美国艺术身份的关键名作；题材与视觉效果在百科全书式馆藏中可替代性高。,组内居第二，早期学院派人物画具有一定代表性，但与同组另一件同艺术家作品存在重复。,
2402,,The Visitor（Ignaz Gaugengigl，1925-01-01，油彩）,,,object,美国学院派人物油画,4,4,1.5,5,4.5,3.5,0,4.5,2.5,3,3.600,3.485,C,C,,Core 3.485 < 5.5,low,该画家在美国艺术史中的地位有限，人物题材具有一定观赏性和社会史参考价值，但缺乏进入 MFA 首次参观重点的独特性。,组内居末，晚期同艺术家作品的独特补位价值较弱，主要受同组重复性拖低。,
2403,,Mrs. James Henry Lancashire (Sarah Hale Wright)（Ignaz Gaugengigl，1910-01-01，油彩）,,,object,美国学院派人物油画,4,4.5,2,5.5,4.5,4,0,5.5,6.5,4.5,5.600,4.060,C,C,,Core 4.060 < 5.5,low,肖像画可提供地方社会与学院派肖像传统的信息，但画家并非 MFA 美国艺术板块的核心人物，单件作品的历史与视觉冲击均属中低水平。,组内居首，具明确人物肖像与社会身份指向，是本组最具代表性的学院派人物画。,
2404,,Spiral Movement (Small Configurations within a Diamond)（Ilya Bolotowsky，1951-01-01，油彩）,,,object,北美战后抽象绘画,3,6.5,3.5,7,6,5.5,0,7.5,8.5,6.5,7.600,5.710,C,B,变,Core 5.710 落在 5.5–7.19,medium,Bolotowsky 是美国几何抽象与战后现代主义中有明确地位的画家，菱形构成具有较强视觉秩序，但在 MFA 内仍不是足以代表全馆的不可替代性作品。,组内代表性最高：既体现1950年代北美几何抽象，又因艺术家与两件杰克·布什作品不同而具有最强非重复性。,
2405,,The House at Mille-Life（Irving Petlin，油彩）,,,object,美国战后具象与表现主义绘画,1,5.5,2.5,6,5.5,5,0,6.5,8.5,5.5,6.900,4.890,C,C,,Core 4.890 < 5.5,medium,Petlin 属于有艺术史意义的美国战后具象及表现主义艺术家，作品可能具有鲜明的表现性，但其馆藏身份和公众辨识度不足以成为 MFA 核心重点。,组内唯一对象，作为MFA美国战后具象与表现主义绘画的单件代表，非重复性高，但在全馆核心叙事中的补位价值有限。,
2406,,Buffel Head Ducks（Isaac Sprague，油彩）,,,object,美国19世纪地方自然与风景油画,2,4.5,2,5.5,5,4.5,0,4.5,6,5.5,5.150,4.165,C,C,,Core 4.165 < 5.5,medium,Sprague 以自然史插图和地方性艺术实践较为知名，鸟类题材有一定自然文化教育价值，但在美国艺术史和 MFA 馆藏体系中属于可替代的中小型作品。,组内相较之下，《Buffel Head Ducks》以地方自然观察与野禽题材更具辨识度，是两件中代表性较强者。,
2407,,Sailboats（Isaac Sprague）,,,object,美国19世纪地方自然与风景油画,2,4,2,5,4.5,3.5,0,4,3.5,4.5,3.950,3.645,C,C,,Core 3.645 < 5.5,medium,帆船题材具备一般性的地方风景与休闲生活信息，但艺术家和作品在全国艺术史中的地位有限，难以在 MFA 的广泛风景画收藏中脱颖而出。,组内相较之下，《Sailboats》虽能补充美国地方风景画叙事，但题材与表现的独特性较弱，属于重复度较高者。,
2408,,Ice Cream Cones（Isabel Bishop，1942-01-01）,,,object,美国现代城市生活绘画,1,7,4,6.5,6,6,0,7.5,9,6,7.650,5.940,C,B,变,Core 5.940 落在 5.5–7.19,medium,Isabel Bishop 是美国现代人物与城市生活绘画中的重要艺术家，日常消费题材具有时代社会史价值；但单件作品仍未达到 MFA 美国艺术身份中最不可替代的层级。,组内唯一对象，无同类藏品分散代表性，因而D取高；作品体现美国现代城市日常生活绘画，可补充美国艺术叙事中的现代都市一环。,
2409,,Francis Brooks（J. P. Mc L. Watters，1887-01-01，油彩）,,,object,美国学院派人物油画,4,4,1.5,5,4,3.5,0,4.5,5,4,4.550,3.505,C,C,,Core 3.505 < 5.5,low,该肖像画家在现有信息下显示为地方性或次要的学院派人物画家，作品可能具备基本肖像与社会史价值，但在 MFA 内缺少突出艺术史地位。,组内居第三，作为不同艺术家的学院派人物画可提供一定横向补充，但典范性不及首位作品。,
