seq,名称EN,名称CN,展厅,类别,对象类型,同类组,组内件数,HS,IU,VI,VA,CE,ER,Q,D,G,CR,Core,V3旧tier,V3新tier,是否变化,判定说明,证据可信度,评分依据,CR理由,S-ness理由
291,Teacup and saucer,,,Japanese Art,object,日本茶具,1,5,6,5,5,7,0,6,8,7,6.800,5.730,,B,变,Core 5.730 落在 5.5–7.19,high,约1801年的日常茶具本身较为常规，但1803年早期入藏背景能说明塞勒姆与日本贸易及收藏史。,组内唯一对象，作为约1801年的日本茶具并具早期航海贸易捐赠背景，在本馆同类中具有较高的唯一性与叙事补位价值，但器物等级并非顶尖名品。,
292,Surcoat (jinbaori),,Sean M. Healey Family Gallery of Asian Export Art,Japanese Art,object,日本武士外套与跨文化服饰,1,7,8,8,8,8,0,8,9,9,8.500,7.850,,A,变,Core 7.850 落在 7.2–8.49,high,18世纪阵羽织使用荷兰鎏金皮革和欧洲印花布，鲜明体现日本武士文化与亚洲外销贸易的交汇。,组内唯一对象，作为18世纪日本阵羽织并融汇荷兰鎏金皮革与欧洲印花棉布，兼具跨文化独特性与皮博迪埃塞克斯博物馆亚洲外销艺术叙事的补位价值。,
293,Brazier in the form of a rabbit,,,Japanese Art,object,日本动物造型陶瓷器,1,5,5,7,7,5,0,7,8,7,7.300,5.830,,B,变,Core 5.830 落在 5.5–7.19,medium,兔形炻器火盆造型生动、现场易于吸引游客，但年代宽泛且主要属于可替代的装饰性器物。,组内唯一对象，兔形炻器作为日本动物造型陶瓷的独特代表，兼具日本艺术与博物馆早期收藏史的补位价值。,
294,Portrait of Edward Sylvester Morse,,,Japanese Art,object,与PEM收藏史相关的人物肖像,1,6,7,6,6,7,0,7.5,9.5,9.5,8.500,6.650,,B,变,Core 6.650 落在 5.5–7.19,high,本森绘制的爱德华·莫尔斯肖像具有一定美国艺术价值，更重要的是解释莫尔斯与PEM日本收藏传统的形成。,组内唯一对象，既是本馆日本艺术收藏史相关人物肖像，又连接塞勒姆学术传统与东亚叙事，因此在本组代表性最高。,
295,Screen,,,Korean Art,object,韩国折屏,2,6,7,7,6,6,0,6,4,5,5.200,6.320,,B,变,Core 6.320 落在 5.5–7.19,medium,18世纪晚期韩国折屏具有空间装饰性和韩国宫廷、居住文化的展示潜力，但缺乏题材与作者信息支持更高评价。,组内相对排名第二，虽为18世纪晚期韩国折屏，但题材与形式信息较泛，代表性和非重复性低于郭子仪宴会十扇屏。,
296,Ten-panel screen (Banquet of Guo Ziyi),,,Korean Art,object,韩国折屏,2,7,7,8,8,8,0,8,8,8,8.000,7.550,,A,变,Core 7.550 落在 7.2–8.49,high,十扇丝绸屏风以郭子仪宴会为题，规模和视觉连续性突出，并能讲述韩国对东亚吉祥、身份与礼制图像的吸收。,组内排名第一，郭子仪宴会十扇屏兼具明确历史题材、完整十扇形式与较强视觉辨识度，是本组最具代表性的韩国折屏。,
297,Soban (small individual table),,,Korean Art,object,韩国小型漆木家具,1,7,8,7,7,8,0,7.5,8.5,7.5,7.800,7.480,,A,变,Core 7.480 落在 7.2–8.49,high,19世纪韩国小饭桌结合漆艺与螺钿，兼具精美工艺和日常生活叙事，且1884年入藏强化其在PEM韩国收藏史中的地位。,组内唯一的韩国小型漆木家具，以19世纪晚期漆木与珍珠母工艺体现韩国日用家具传统，代表性与叙事补位价值较高。,
298,Hat (gat),,,Korean Art,object,韩国传统帽饰,2,7,8,6,7,8,0,8,8.5,8,8.150,7.365,,A,变,Core 7.365 落在 7.2–8.49,high,갓是辨识度很高的韩国传统社会服饰，材料和形制可解释身份制度、礼仪与近代韩国文化，并与俞吉濬捐赠史相连。,组内第1，gat 是韩国传统帽饰中最具代表性的核心类型，独特性与叙事补位价值最高。,
299,Cotton armor with talismans,,,Korean Art,object,韩国防护与仪式性服饰,1,7,7,7,7,8,0,7.5,9,8.5,8.150,7.265,,A,变,Core 7.265 落在 7.2–8.49,high,带护符的棉甲同时呈现韩国防护技术、军事服饰与民间信仰，文化叙事强于其单纯的工艺观赏性。,组内唯一对象，作为韩国防护与仪式性服饰的唯一代表，棉甲结合符咒及多种材料，具有较高的类别独特性，并补充PEM东亚与军事文化叙事。,
300,Portrait of Yu Giljun,,,Korean Art,object,与韩国收藏史相关的摄影肖像,1,6,7,4,5,8,0,7,9,8,7.800,6.280,,B,变,Core 6.280 落在 5.5–7.19,medium,塞勒姆摄影工作室拍摄的俞吉濬肖像视觉冲击有限，但能把当地摄影、韩国人物及PEM韩国收藏网络联系起来。,组内唯一对象，作为19世纪韩国重要人物俞吉濬的肖像，具有较高历史代表性与不可重复性，并补足PEM韩国收藏及跨文化交流叙事。,
301,Noblewoman's bridal fan (jinjuseon),,,Korean Art,object,韩国礼仪扇具,1,6.5,5.5,6.5,6,6.5,0,7,9,6.5,7.500,6.275,,B,变,Core 6.275 落在 5.5–7.19,high,18世纪贵族婚礼用刺绣扇兼具礼仪史与精细工艺价值，但体量和现场冲击有限。,组内唯一对象，作为18世纪韩国贵族婚礼礼仪扇具具有较高典范性与非重复性，并补充PEM东亚礼仪文化叙事。,
302,Hwarot (bridal robe),,,Korean Art,object,韩国婚礼服饰,1,8,6.5,8,8,8,0,8.5,9.5,8,8.700,7.695,,A,变,Core 7.695 落在 7.2–8.49,high,18世纪晚期华丽婚礼袍保存多种材质与金属线工艺，能直观呈现朝鲜王朝婚礼制度与身份文化。,组内唯一对象；18世纪晚期韩国婚礼礼服兼具时代代表性与稀有的宫廷刺绣传统，可补足PEM东亚生活与礼仪叙事。,
303,Village guardian posts (jangseung),,,Korean Art,object,韩国村落守护柱,1,7,6,7.5,7.5,7.5,0,7.5,9,8.5,8.150,7.090,,B,变,Core 7.090 落在 5.5–7.19,high,成对村落守护柱是韩国民间信仰与社区空间的重要实物，造型醒目且叙事性强。,组内唯一的韩国村落守护柱，具有较高的民俗代表性与非重复性，并为PEM东亚文化叙事补充韩国乡村信仰一环。,
304,Box,,,Korean Art,object,韩国漆器与螺钿盒,1,8,7,8,7.5,7.5,0,8,9,8,8.300,7.630,,A,变,Core 7.630 落在 7.2–8.49,high,16至17世纪木胎漆器加螺钿工艺年代早、装饰质量高，代表韩国工艺传统的重要类型。,组内唯一对象，作为16—17世纪韩国漆木螺钿盒，在本馆韩国漆器类别中具有较高的唯一性与代表性。,
305,Wrapping cloth (bojagi),,,Korean Art,object,韩国包袱布与实用织物,1,5.5,5,6.5,6,6.5,0,6.2,8.5,6.0,6.850,5.885,,B,变,Core 5.885 落在 5.5–7.19,high,20世纪苎麻包袱布体现韩国日常生活与织物审美，但年代较晚且同类可替代性较高。,组内唯一对象，作为韩国包袱布与实用织物的代表具有较高相对独特性，但其20世纪日常织物属性限制了品质与全馆叙事补位价值。,
306,Nectar Ritual (gamnotaeng) hanging scroll,,,Korean Art,object,韩国宗教仪式绘画,1,8,7,7.5,7,8.5,0,8.5,9,8.5,8.650,7.665,,A,变,Core 7.665 落在 7.2–8.49,high,1744年甘露幀以宗教仪式图像解释朝鲜时代信仰、社会秩序与死亡观，教育叙事价值突出。,组内唯一对象，作为韩国宗教仪式绘画在本馆具有唯一代表性，兼具较高艺术史价值与亚洲宗教叙事补位作用。,
307,Dragon jar,,,Korean Art,object,韩国白瓷龙纹罐,1,7.5,6.5,8,8,7,0,7.5,8.5,7.5,7.800,7.355,,A,变,Core 7.355 落在 7.2–8.49,high,晚19世纪白瓷龙罐结合朝鲜白瓷传统与象征性龙纹，形体纯粹、辨识度高，适合现场观赏。,组内唯一对象，作为韩国白瓷龙纹罐的单件代表，独特性高；其东亚艺术属性补充了PEM的亚洲收藏与文明叙事。,
308,Bowler hat,,,Korean Art,object,韩国传统帽饰,2,7,6,7,7.5,7.5,0,7,5.5,7.5,6.650,6.865,,B,变,Core 6.865 落在 5.5–7.19,high,约1883年的马鬃竹纸帽体现韩国身份服饰与社会礼制，材料和结构也具有鲜明视觉特色。,组内第2，Bowler hat 虽体现韩国近代对外来帽式的吸收，但与 gat 同属传统帽饰组且典范性和非重复性较低。,
309,"Inkwell inscribed, Madam Pauling, Joseon Ministry of Internal Affairs",,,Korean Art,object,韩国近代外交与现代化物件,1,7,6.5,5.5,6,8,0,7.5,9,8.5,8.150,6.765,,B,变,Core 6.765 落在 5.5–7.19,high,带有朝鲜内务部门及英文姓名铭文的银铜墨水器，虽视觉普通，却能具体连接朝鲜晚期官僚制度与跨文化接触。,组内唯一对象，作为朝鲜末期外交与行政现代化语境中的西式书写器物，代表性与非重复性最高，并能补足PEM东亚叙事中的近代韩国环节。,
310,Sword and sheath,,,Korean Art,object,韩国兵器与佩饰,1,6.5,5.5,6.5,6.5,6.5,0,6.5,8.5,6.5,7.100,6.310,,B,变,Core 6.310 落在 5.5–7.19,high,传统刀剑及鞘具可说明韩国武备、身份与工艺，但现有资料不足以支持其为罕见或顶尖实例。,组内唯一对象，作为韩国兵器与佩饰的单件代表，独特性高；品质与历史地位中上，并为馆内东亚叙事补入韩国军事文化一环。,
311,Free reed wind instrument (saenghwang),,,Korean Art,object,韩国传统乐器,2,7,6,7,7,7.5,0,7.5,8.5,7.5,7.800,6.905,,B,变,Core 6.905 落在 5.5–7.19,high,生簧是韩国传统簧管乐器的代表，能解释宫廷及民间音乐文化，复合材料结构也具观赏性。,组内代表性最高，笙簧结构与音色在韩国传统乐器中较独特，能补充韩国宫廷及民间音乐叙事。,
312,Lute (biwa),,,Korean Art,object,韩国传统乐器,2,5.5,4.5,5.5,5.5,5.5,0,6,4.5,6,5.550,5.255,,C,变,Core 5.255 < 5.5,medium,木制琵琶类乐器可补充东亚音乐交流叙事，但单凭现有信息难以确认其在韩国乐器中的特殊性。,组内代表性次于笙簧，琵琶类弦乐器的跨文化类型重复度较高，但仍能补充韩国传统弦乐与音乐文化叙事。,
313,Fan (taegeukseon),,,Korean Art,object,韩国传统扇具,1,5,5,5,4.5,6,0,5.5,8,6.5,6.450,5.220,,C,变,Core 5.220 < 5.5,medium,19世纪韩国纸漆木扇体现东亚日常工艺，但无知名作者或特殊历史事件，属于相关馆藏中的常规品。,组内唯一对象，作为馆藏中韩国传统扇具的代表具有较高非重复性，但其品质与典范地位仍属中等，主要承担补充东亚及韩国文化叙事的作用。,
314,Launching of the Ship Fame,,,Maritime Art And History,object,美国海事题材绘画,4,7,7.5,7,7,8,0,8,8,9.5,8.300,7.405,,A,变,Core 7.405 落在 7.2–8.49,high,1802年描绘造船下水，直接连接塞勒姆的造船、贸易与海事社会史，兼具明确叙事和现场感。,组内综合代表性第二：早期美国船舶下水题材具有鲜明历史与新英格兰海事背景，在本组中地方叙事补位价值仅次于莱恩。,
315,Two-headed equestrian figurehead,,Byrne Family Gallery of Maritime Art,Maritime Art And History,object,船舶船首雕像,1,7,8,8,8,7,0,8.5,9.5,8.5,8.800,7.730,,A,变,Core 7.730 落在 7.2–8.49,high,约1750年的双头骑士船首饰物造型罕见、尺度与材质具有强烈视觉冲击，并突出航海艺术展厅的特色。,组内唯一对象，约1750年的英国双头骑马船首雕像兼具年代价值与罕见造型，在本馆船舶船首雕像类别中具有最高代表性。,
316,"The Stranding of Corvettes in the Mauvais Canal, Strait of Torres",,Byrne Family Gallery of Maritime Art,Maritime Art And History,object,欧洲海上探险与航海绘画,1,7,7.5,8,7,8,0,8.5,9.5,9,8.900,7.615,,A,变,Core 7.615 落在 7.2–8.49,high,1843年描绘托雷斯海峡航行事故，结合欧洲海上探险、制图与大洋洲接触史，具有较强叙事价值。,组内唯一对象，作为19世纪法国航海探险绘画并描绘托雷斯海峡失事场景，兼具海事艺术代表性与大洋洲叙事补位价值。,
317,Royal presentation octant dedicated to King Louis XVI,,Byrne Family Gallery of Maritime Art,Maritime Art And History,object,航海仪器与科学测量器,1,7,7.5,6,7,8,0,9,10,9,9.300,7.355,,A,变,Core 7.355 落在 7.2–8.49,high,献给路易十六的皇家八分仪将航海测量、王权赞助与18世纪远洋活动联系起来，是海事科技史的有效切入点。,组内唯一对象，且为献给路易十六的皇家航海八分仪，在航海仪器中兼具高品质、宫廷历史地位与非重复性；作为PEM海事叙事核心藏品，补位价值很高。,
318,Scrimshaw of the ship Susan,,Byrne Family Gallery of Maritime Art,Maritime Art And History,object,美国水手雕刻与鲸牙工艺,1,7,8.5,7,8,8,0,9,10,9.5,9.400,7.915,,A,变,Core 7.915 落在 7.2–8.49,high,1829年水手在鲸牙上的雕刻并于1830年进入馆藏，集中体现捕鲸、船员生活与塞勒姆海事传统。,组内唯一对象，作为1829年美国水手雕刻与鲸牙工艺代表作，品质与历史典范性突出，且直接补足PEM以远洋贸易和海事艺术为核心的馆史叙事。,
319,Model of the ship Queen Elizabeth,,Byrne Family Gallery of Maritime Art,Maritime Art And History,object,历史船舶模型,2,6,6,8,7,6,0,8,6,7,7.200,6.570,,B,变,Core 6.570 落在 5.5–7.19,high,大型皇后号邮轮模型细节和尺度感突出，能说明20世纪跨大西洋客运史，但与PEM早期塞勒姆身份的联系较间接。,组内排名第2，虽为工艺精良且具国际知名度的现代远洋客轮模型，但在本组中地方历史关联和叙事独特性低于Friendship。,
320,Ship Southern Cross in Boston Harbor,,,Maritime Art And History,object,美国海事题材绘画,4,8,8.5,9,8,8,0,9,9,9,9.000,8.375,,A,变,Core 8.375 落在 7.2–8.49,high,菲茨·亨利·莱恩的海港画将美国海事主题、光色审美与新英格兰航运联系起来，是PEM海事收藏中的高辨识度作品。,组内综合代表性第一：菲茨·亨利·莱恩的高水平美国海事绘画兼具典范性与波士顿港叙事价值，非重复性最高。,
321,Icebound Ship,,,Maritime Art And History,object,美国海事题材绘画,4,7,7.5,8,7,7.5,0,7.5,5.5,7,6.800,7.330,,A,变,Core 7.330 落在 7.2–8.49,high,威廉·布拉德福德以冰海航行为主题，画面氛围强，并能解释美国19世纪极地航海想象与海事文化。,组内综合代表性第四：冰困船只题材虽具美国海事历史意义，但与常见船景重复度最高，因此D明显低于组内其他对象。,
322,They Took Their Wives with Them on Their Cruises,,Byrne Family Gallery of Maritime Art,Maritime Art And History,object,美国海事题材绘画,4,7.5,7,8,8,6.5,0,7.5,7,7.5,7.350,7.360,,A,变,Core 7.360 落在 7.2–8.49,high,N.C.怀氏的戏剧性海上场景具有很强的可看性和叙事吸引力，但其对PEM核心历史身份的不可替代性有限。,组内综合代表性第三：N. C. Wyeth以独特的叙事性和女性随船主题区别于一般船景，但在海事绘画典范性上低于前两件。,
323,Portrait of Nathaniel Bowditch,,Byrne Family Gallery of Maritime Art,Maritime Art And History,object,美国海事人物肖像,1,7,8.5,6,7,9,0,8.5,9.5,9,8.900,7.715,,A,变,Core 7.715 落在 7.2–8.49,high,纳撒尼尔·鲍迪奇兼具塞勒姆海商、航海家与导航数学家身份，且作品由东印度海洋协会委托，能直接解释PEM的制度与地方根源。,组内唯一对象，作为东印度海洋协会委托的纳撒尼尔·鲍迪奇肖像，兼具塞勒姆远洋贸易与海事知识史代表性，故D取高分。,
324,Model of the ship Friendship,,Byrne Family Gallery of Maritime Art,Maritime Art And History,object,历史船舶模型,2,7.5,9,7,8,8.5,0,8.5,8.5,9,8.600,8.135,,A,变,Core 8.135 落在 7.2–8.49,high,约1804年的友谊号模型与早期塞勒姆航运及馆藏形成史高度契合，以具体船舶说明远洋贸易网络和造船传统。,组内排名第1，作为约1804年的早期美国商船模型，更直接代表塞勒姆远洋贸易与本馆海事身份，重复性最低。,
325,Captain Cook Cast a Way on Cape Cod,,,Maritime Art And History,object,18—19世纪塞勒姆海事船舶画,2,6.5,7.5,6,6.5,7.5,0,7.5,8.5,7.5,7.800,6.955,,B,变,Core 6.955 落在 5.5–7.19,high,1802年海事题材纸本水粉，连接塞勒姆航海史与库克船长叙事，是PEM海事身份的重要但非顶尖单件代表。,组内排名第1：其1802年作品兼具较突出的艺术家辨识度与非典型海事叙事，在两件船舶画中代表性更强。,
